image	question	answers	answer_type	answerable	sum_confidence
VizWiz_train_00016211.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'tea kettle'}, {'answer_confidence': 'yes', 'answer': 'teapot'}, {'answer_confidence': 'maybe', 'answer': 'coffee pot'}, {'answer_confidence': 'yes', 'answer': 'kettle'}, {'answer_confidence': 'yes', 'answer': 'tea kettle'}, {'answer_confidence': 'yes', 'answer': 'tea pot'}, {'answer_confidence': 'yes', 'answer': 'perculator'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'maybe', 'answer': 'teapot'}, {'answer_confidence': 'yes', 'answer': 'teapot'}]	other	1	8
VizWiz_train_00016367.jpg	Okay this is my last try with this. Could you please tell me what the color of this outfit is, that she's wearing?	[{'answer': 'black tan', 'answer_confidence': 'yes'}, {'answer': 'gold grey black', 'answer_confidence': 'yes'}, {'answer': 'black grey white brown', 'answer_confidence': 'yes'}, {'answer': 'black tan gold white grey', 'answer_confidence': 'yes'}, {'answer': 'tan brown silver', 'answer_confidence': 'maybe'}, {'answer': 'tan blouse black pants tan black gold jacket', 'answer_confidence': 'yes'}, {'answer': 'black pants beige shirt multicolored jacket', 'answer_confidence': 'yes'}, {'answer': 'gold black tan', 'answer_confidence': 'maybe'}, {'answer': 'black pants beige top white beige grey black block print cardigan', 'answer_confidence': 'yes'}, {'answer': 'cream gold black', 'answer_confidence': 'yes'}]	other	1	8
VizWiz_train_00016481.jpg	What's that?	[{'answer_confidence': 'maybe', 'answer': 'small dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'small dog'}, {'answer_confidence': 'yes', 'answer': 'chihuahua'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'maybe', 'answer': 'dog'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}]	other	1	6
VizWiz_train_00016516.jpg	Could this be a dishwasher?	[{'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'no', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}]	yes/no	1	8
VizWiz_train_00016777.jpg	Is the light on in the kitchen?	[{'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes light on in kitchen'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}]	yes/no	1	9
VizWiz_train_00016804.jpg	Is there any food on the floor? 	[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'looks clean'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}]	yes/no	1	10
VizWiz_train_00016920.jpg	What color is this (inaudible) please?	[{'answer': 'yellow', 'answer_confidence': 'yes'}, {'answer': 'yellow green', 'answer_confidence': 'yes'}, {'answer': 'yellow green', 'answer_confidence': 'yes'}, {'answer': 'yellow green some orange', 'answer_confidence': 'yes'}, {'answer': 'yellow green on back brown on ridge', 'answer_confidence': 'yes'}, {'answer': 'yellow green orange', 'answer_confidence': 'yes'}, {'answer': 'yellow green', 'answer_confidence': 'yes'}, {'answer': 'yellow', 'answer_confidence': 'yes'}, {'answer': 'yellow green red', 'answer_confidence': 'yes'}, {'answer': 'green yellow', 'answer_confidence': 'yes'}]	other	1	10
VizWiz_train_00016987.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'bar stools'}, {'answer_confidence': 'yes', 'answer': 'chairs'}, {'answer_confidence': 'yes', 'answer': 'bar stool'}, {'answer_confidence': 'maybe', 'answer': 'stool'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'maybe', 'answer': '2 chairs counter top'}, {'answer_confidence': 'yes', 'answer': 'stool'}, {'answer_confidence': 'yes', 'answer': 'barstools'}]	other	1	8
VizWiz_train_00017065.jpg	What is in the little bottle that is standing on the table? If you can not see, please explain how to fix the picture.	[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'bbq sauce'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'bar b que sauce'}, {'answer_confidence': 'maybe', 'answer': 'sharpen label image'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'soap'}, {'answer_confidence': 'maybe', 'answer': 'move camera left forward'}, {'answer_confidence': 'maybe', 'answer': 'olive oil'}]	other	1	3
VizWiz_train_00017177.jpg	what is this?	[{'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'no', 'answer': 'table chair'}, {'answer_confidence': 'maybe', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'table chair'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'kitchen table chair'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'kitchen table'}, {'answer_confidence': 'yes', 'answer': 'table chair'}]	other	1	8
VizWiz_train_00017447.jpg	What is this please?	[{'answer_confidence': 'yes', 'answer': 'marmalade'}, {'answer_confidence': 'yes', 'answer': 'jam'}, {'answer_confidence': 'yes', 'answer': 'jelly'}, {'answer_confidence': 'yes', 'answer': 'apricot jam'}, {'answer_confidence': 'yes', 'answer': 'jelly'}, {'answer_confidence': 'yes', 'answer': 'jar jelly'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'jelly'}, {'answer_confidence': 'yes', 'answer': 'kitchen counter marmelade'}, {'answer_confidence': 'yes', 'answer': 'kitchen counter'}]	other	1	10
VizWiz_train_00017541.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'this cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}, {'answer_confidence': 'yes', 'answer': 'cat'}]	other	1	10
VizWiz_train_00018001.jpg	Is this sweater appropriate for more formal business attire?	[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}]	yes/no	1	7
VizWiz_train_00018329.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'saran wrap'}, {'answer_confidence': 'yes', 'answer': 'seran wrap'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'saran wrap'}, {'answer_confidence': 'yes', 'answer': 'plastic wrap'}, {'answer_confidence': 'yes', 'answer': 'saran wrap'}, {'answer_confidence': 'yes', 'answer': 'saran wrap'}, {'answer_confidence': 'maybe', 'answer': 'saran wrap'}, {'answer_confidence': 'yes', 'answer': 'plastic wrap'}, {'answer_confidence': 'yes', 'answer': 'plastic wrap'}]	other	1	8
VizWiz_train_00018797.jpg	What does this microwave say?	[{'answer_confidence': 'maybe', 'answer': '1:40'}, {'answer_confidence': 'yes', 'answer': '1:40 cook time'}, {'answer_confidence': 'yes', 'answer': 'hamilton beach'}, {'answer_confidence': 'yes', 'answer': 'hamilton beach'}, {'answer_confidence': 'yes', 'answer': '1:40'}, {'answer_confidence': 'yes', 'answer': '1:40'}, {'answer_confidence': 'yes', 'answer': '1:40'}, {'answer_confidence': 'maybe', 'answer': '1:40'}, {'answer_confidence': 'yes', 'answer': '1:40'}, {'answer_confidence': 'yes', 'answer': '140'}]	other	1	8
VizWiz_train_00018835.jpg	What is on this page?	[{'answer_confidence': 'maybe', 'answer': 'photos rooms 2 upside down'}, {'answer_confidence': 'maybe', 'answer': 'picture broken things'}, {'answer_confidence': 'maybe', 'answer': 'pictures kitchens'}, {'answer_confidence': 'yes', 'answer': 'pictures'}, {'answer_confidence': 'yes', 'answer': 'pictures kitchens'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen pictures'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'pictures'}, {'answer_confidence': 'yes', 'answer': 'photos rooms in house'}]	other	1	6
VizWiz_train_00019088.jpg	Is the floor wet?	[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'maybe'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}]	yes/no	1	9
VizWiz_train_00019363.jpg	Does this here look okay, the bread, look okay?	[{'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}]	yes/no	1	9
VizWiz_train_00019487.jpg	What's this?	[{'answer_confidence': 'yes', 'answer': 'flowers'}, {'answer_confidence': 'maybe', 'answer': 'room colorful decorations'}, {'answer_confidence': 'yes', 'answer': 'flowers'}, {'answer_confidence': 'yes', 'answer': 'flowers'}, {'answer_confidence': 'yes', 'answer': 'orchids'}, {'answer_confidence': 'maybe', 'answer': 'flowers'}, {'answer_confidence': 'yes', 'answer': 'backet'}, {'answer_confidence': 'maybe', 'answer': 'orchids fabric'}, {'answer_confidence': 'maybe', 'answer': 'flowers'}, {'answer_confidence': 'maybe', 'answer': 'orchid'}]	other	1	5
VizWiz_train_00019554.jpg	What is this?	[{'answer_confidence': 'maybe', 'answer': 'cheese slicer'}, {'answer_confidence': 'yes', 'answer': 'sword'}, {'answer_confidence': 'yes', 'answer': 'wefewfr'}, {'answer_confidence': 'maybe', 'answer': 'corner'}, {'answer_confidence': 'maybe', 'answer': 'candle'}, {'answer_confidence': 'maybe', 'answer': 'decorative knife'}, {'answer_confidence': 'yes', 'answer': 'knife'}, {'answer_confidence': 'yes', 'answer': 'knife'}, {'answer_confidence': 'yes', 'answer': 'quill pen'}, {'answer_confidence': 'no', 'answer': 'board to smooth'}]	other	1	5
